,Customer ID,Gender,Age,Married,Number of Dependents,Tenure in Months,Phone Service,Internet Service,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Revenue,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer Status,Churn Category
6398,9061-TIHDA,Male,67,Yes,No,13,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1597.66,Yes,No,No,No,No,Yes,Yes,1,1
6399,9063-ZGTUY,Female,22,Yes,No,61,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.4,4005.02,No,No,No,No,No,No,No,1,4
6400,9065-ZCPQX,Male,24,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.85,8615.07,Yes,Yes,Yes,Yes,Yes,No,Yes,0,0
6401,9066-QRSDU,Female,23,Yes,No,69,Yes,No,No,No,One Year,Yes,Bank Withdrawal,26.3,3287.07,Yes,No,No,No,No,No,No,0,0
6402,9067-SQTNS,Male,37,Yes,Yes,44,Yes,No,No,No,One Year,No,Bank Withdrawal,20.6,2463.36,No,No,No,No,No,No,No,0,0
6403,9067-YGSCA,Female,35,No,No,70,Yes,No,No,No,One Year,No,Credit Card,26.05,4049.5,Yes,No,No,No,No,No,No,0,0
6404,9068-FHQHD,Female,42,Yes,Yes,40,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.15,897.75,No,No,No,No,No,No,No,0,0
6405,9068-VPWQQ,Male,21,Yes,No,61,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,6486.1,Yes,Yes,No,Yes,Yes,No,Yes,0,0
6406,9069-LGEUL,Male,25,Yes,No,23,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,1603.86,No,Yes,No,No,No,No,Yes,0,0
6407,9070-BCKQP,Female,20,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,9587.6,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
6408,9073-ZZIAY,Male,51,Yes,No,62,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.1,7893.65,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6409,9074-KGVOX,Male,44,Yes,Yes,50,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,39.45,2021.35,No,Yes,No,No,No,Yes,No,0,0
6410,9076-AXYIK,Male,66,Yes,No,64,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,7830.61,Yes,No,No,Yes,Yes,Yes,Yes,0,0
6411,9079-LWTFD,Male,50,No,No,47,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,100.75,6912.51,Yes,Yes,Yes,No,Yes,Yes,No,0,0
6412,9079-YEXQJ,Female,56,No,No,54,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,8588.81,Yes,No,Yes,Yes,Yes,Yes,Yes,1,2
6413,9081-WWXKP,Female,64,Yes,Yes,47,Yes,No,No,No,Two Year,No,Credit Card,20.25,2628.85,No,No,No,No,No,No,No,0,0
6414,9084-OAYKL,Male,29,No,No,58,Yes,No,No,No,Two Year,No,Credit Card,20.8,4055.41,No,No,No,No,No,No,No,0,0
6415,9086-YJYXS,Male,23,Yes,Yes,34,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,77.2,2937.06,Yes,No,No,Yes,No,Yes,Yes,0,0
6416,9087-EYCPR,Female,63,No,No,60,Yes,No,No,No,Two Year,No,Mailed Check,25.0,3869.65,Yes,No,No,No,No,No,No,0,0
6417,9089-UOWJG,Female,51,Yes,Yes,12,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,58.35,836.19,No,No,No,Yes,No,Yes,No,0,0
6418,9090-SGQXL,Male,70,Yes,No,68,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,10507.21,Yes,No,Yes,Yes,No,Yes,Yes,1,1
6419,9091-WTUUY,Male,30,Yes,No,64,Yes,Yes,No,Yes,Two Year,No,Mailed Check,69.25,6095.11,No,Yes,No,Yes,Yes,Yes,No,0,0
6420,9092-GDZKO,Male,49,No,No,22,Yes,No,No,No,Month-to-Month,Yes,Credit Card,24.85,977.42,Yes,No,No,No,No,No,No,0,0
6421,9093-FPDLG,Female,54,No,No,11,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,1104.62,No,No,Yes,Yes,Yes,No,Yes,0,0
6422,9094-AZPHK,Female,64,No,No,15,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1896.05,Yes,No,Yes,No,No,Yes,Yes,0,0
6423,9095-HFAFX,Female,61,No,No,5,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,81.0,500.6,No,No,No,No,No,Yes,No,1,1
6424,9097-ZUBYC,Male,39,Yes,No,14,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,963.16,No,No,No,No,Yes,No,No,0,0
6425,9099-FTUHS,Female,40,No,No,23,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,54.4,2367.74,Yes,Yes,No,No,No,No,No,0,0
6426,9101-BWFSS,Female,58,Yes,No,50,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,7082.2,Yes,Yes,Yes,No,Yes,Yes,Yes,1,5
6427,9101-NTIXF,Male,32,No,No,2,Yes,No,No,No,Month-to-Month,No,Credit Card,19.4,80.92,No,No,No,No,No,No,No,0,0
6428,9102-IAYHT,Female,29,Yes,No,17,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,2263.52,Yes,No,No,No,No,No,Yes,1,3
6429,9102-OXKFY,Male,35,No,No,59,Yes,Yes,No,Yes,Two Year,No,Credit Card,54.15,6035.47,Yes,No,No,Yes,No,No,No,0,0
6430,9103-CXVOK,Male,31,Yes,Yes,1,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,50.13,No,No,No,No,No,No,No,0,0
6431,9103-TCIHJ,Female,60,No,No,15,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,55.7,1509.7,Yes,Yes,No,No,No,No,No,1,4
6432,9107-UKCKY,Male,36,Yes,No,61,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.8,6685.48,Yes,No,Yes,Yes,No,Yes,Yes,0,0
6433,9108-EJFJP,Female,21,Yes,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,53.55,69.61,No,Yes,Yes,No,No,No,No,0,0
6434,9108-EQPNQ,Female,27,Yes,Yes,10,Yes,No,No,No,Two Year,No,Credit Card,26.1,411.25,Yes,No,No,No,No,No,No,0,0
6435,9110-HSGTV,Female,46,No,No,69,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.45,7315.29,No,Yes,No,Yes,Yes,Yes,Yes,0,0
6436,9112-WSNPU,Female,65,No,No,35,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3010.85,No,No,No,No,No,No,No,0,0
6437,9114-AAFQH,Female,27,Yes,No,48,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,65.65,5488.89,No,No,Yes,Yes,No,No,Yes,0,0
6438,9114-DPSIA,Male,22,Yes,Yes,72,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,5946.56,Yes,Yes,Yes,Yes,Yes,No,Yes,0,0
6439,9114-VEPUF,Male,19,Yes,No,62,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.1,7893.07,Yes,Yes,Yes,No,No,No,Yes,0,0
6440,9115-YQHGA,Male,26,No,No,40,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,3472.5,No,No,No,No,Yes,No,No,0,0
6441,9117-SHLZX,Male,36,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,56.11,No,No,No,No,No,No,No,1,2
6442,9121-PHQSR,Male,69,Yes,No,16,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,85.05,2165.71,Yes,No,No,No,No,Yes,No,0,0
6443,9122-UMROB,Male,29,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.3,31.14,No,No,No,No,No,No,No,0,0
6444,9124-LHCJQ,Female,22,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.45,116.48,Yes,No,No,No,No,No,Yes,1,4
6445,9127-FHJBZ,Male,60,Yes,Yes,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,10430.99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6446,9127-QRZMH,Male,39,Yes,No,44,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-9.0,3378.79,No,Yes,Yes,No,Yes,No,No,0,0
6447,9128-CPXKI,Female,36,No,No,59,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,7451.41,No,No,No,Yes,No,Yes,Yes,0,0
6448,9129-UXERG,Female,65,No,No,18,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,103.6,1839.21,Yes,No,Yes,No,Yes,Yes,Yes,0,0
6449,9133-AYJZG,Female,40,No,No,23,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.7,2581.45,Yes,No,Yes,No,No,Yes,Yes,0,0
6450,9134-CEQMF,Male,75,Yes,No,7,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,772.11,No,No,No,No,No,Yes,Yes,1,2
6451,9134-WYRVP,Male,51,No,No,51,Yes,Yes,No,Yes,One Year,No,Credit Card,86.35,5659.45,No,Yes,No,No,No,Yes,No,0,0
6452,9135-HSWOC,Male,28,Yes,Yes,64,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,19.7,2229.57,No,No,No,No,No,No,No,0,0
6453,9135-MGVPY,Male,41,Yes,No,69,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,9216.43,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6454,9136-ALYBR,Male,44,No,No,1,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,24.45,No,No,No,No,No,No,No,1,4
6455,9137-NOQKA,Male,80,No,No,2,Yes,No,No,No,Two Year,No,Bank Withdrawal,19.2,51.26,No,No,No,No,No,No,No,0,0
6456,9137-UIYPG,Female,33,Yes,Yes,35,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.9,4785.13,No,Yes,No,Yes,Yes,Yes,Yes,0,0
6457,9138-EFSMO,Male,54,Yes,Yes,26,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2662.67,No,No,No,No,No,No,Yes,0,0
6458,9139-TWBAS,Female,34,Yes,No,26,No,Yes,No,No,One Year,No,Bank Withdrawal,47.85,1270.5,No,Yes,Yes,Yes,No,Yes,No,0,0
6459,9139-WQQDY,Female,35,Yes,No,49,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,6233.93,Yes,No,Yes,No,No,Yes,Yes,1,2
6460,9140-CZQZZ,Female,38,Yes,No,68,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,8776.4,No,Yes,Yes,No,Yes,Yes,Yes,0,0
6461,9142-KZXOP,Male,41,No,No,44,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,68.85,3033.75,No,No,No,No,No,No,No,0,0
6462,9142-XMYJH,Female,46,No,No,29,Yes,No,No,No,Month-to-Month,No,Credit Card,19.35,681.64,No,No,No,No,No,No,No,0,0
6463,9143-CANJF,Female,29,Yes,Yes,24,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,55.15,1976.73,No,Yes,No,No,Yes,No,No,0,0
6464,9146-JRIOX,Female,47,Yes,Yes,14,Yes,No,No,No,Month-to-Month,No,Credit Card,25.55,816.25,Yes,No,No,No,No,No,No,0,0
6465,9150-HEPMB,Male,57,No,No,56,Yes,Yes,No,Yes,One Year,No,Credit Card,52.7,4229.86,No,Yes,No,Yes,No,No,No,0,0
6466,9150-KPBJQ,Female,43,No,No,6,Yes,No,No,No,Two Year,No,Credit Card,19.65,291.39,No,No,No,No,No,No,No,0,0
6467,9152-AMKAK,Male,50,No,No,6,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.25,631.1,No,Yes,No,Yes,Yes,Yes,Yes,0,0
6468,9153-BTBVV,Female,61,Yes,No,71,Yes,No,No,No,Two Year,No,Bank Withdrawal,25.0,5161.71,Yes,No,No,No,No,No,No,0,0
6469,9154-QDGTH,Male,20,Yes,Yes,43,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.3,5433.54,Yes,No,No,Yes,Yes,Yes,Yes,0,0
6470,9158-VCTQB,Female,41,Yes,No,41,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,4800.36,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,4
6471,9163-GHAYE,Female,34,No,No,15,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,1212.0,No,No,Yes,No,No,No,No,0,0
6472,9167-APMXZ,Female,23,No,No,22,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,84.15,2304.35,Yes,No,No,No,No,Yes,No,0,0
6473,9168-INPSZ,Female,75,Yes,No,44,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.15,5412.17,Yes,No,No,Yes,Yes,Yes,Yes,0,0
6474,9169-BSVIN,Male,21,No,No,12,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,74.75,1049.29,Yes,No,No,Yes,No,Yes,Yes,0,0
6475,9170-ARBTB,Female,41,Yes,No,52,Yes,No,No,No,One Year,No,Credit Card,19.6,1395.33,No,No,No,No,No,No,No,0,0
6476,9170-CCKOU,Male,62,Yes,No,17,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.2,1659.17,Yes,Yes,Yes,Yes,No,No,No,1,2
6477,9170-GYZJC,Female,42,Yes,Yes,41,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,79.9,5181.86,Yes,Yes,Yes,Yes,Yes,No,Yes,1,4
6478,9172-ANCRX,Female,35,No,No,10,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,1346.85,Yes,Yes,No,No,No,Yes,Yes,1,3
6479,9172-JITSM,Female,47,Yes,No,26,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,2761.42,No,No,No,No,No,Yes,Yes,1,5
6480,9173-IVZVP,Female,48,Yes,Yes,53,Yes,No,No,No,Two Year,No,Credit Card,20.9,3462.68,No,No,No,No,No,No,No,0,0
6481,9174-FKWZE,Female,70,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,42.37,No,No,No,No,No,No,No,1,2
6482,9174-IHETN,Female,45,No,Yes,50,Yes,Yes,No,Yes,Two Year,No,Credit Card,70.35,5339.1,No,No,No,No,No,No,No,0,0
6483,9178-JHUVJ,Male,19,Yes,Yes,24,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,614.76,Yes,No,No,No,No,No,No,0,0
6484,9184-GALIL,Female,26,Yes,Yes,38,Yes,No,No,No,Month-to-Month,No,Credit Card,20.45,889.93,No,No,No,No,No,No,No,0,0
6485,9185-TQCVP,Male,27,Yes,No,14,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,1398.92,Yes,No,No,No,No,No,Yes,1,2
6486,9189-JWSHV,Female,69,Yes,No,24,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,2585.17,Yes,No,No,No,No,Yes,Yes,1,4
6487,9190-MFJLN,Male,65,No,No,19,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.9,2400.53,No,No,No,Yes,No,Yes,Yes,1,1
6488,9191-MYQKX,Female,34,Yes,Yes,7,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,557.73,No,No,No,Yes,No,No,No,1,2
6489,9194-GFVOI,Female,25,Yes,No,42,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.35,3984.88,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
6490,9199-PWQVC,Female,38,Yes,No,63,Yes,Yes,Yes,No,One Year,Yes,Credit Card,79.7,7908.19,Yes,Yes,Yes,No,No,Yes,Yes,0,0
6491,9200-NLNPD,Male,20,Yes,No,56,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,2999.8,No,No,No,Yes,Yes,Yes,Yes,0,0
6492,9206-GVPEQ,Male,28,Yes,No,13,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,706.85,No,Yes,No,No,Yes,Yes,Yes,1,2
6493,9207-ZPANB,Male,42,No,No,37,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,67.45,2925.78,Yes,Yes,Yes,Yes,Yes,No,No,0,0
6494,9208-OLGAQ,Female,70,No,No,18,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.95,1971.49,No,No,No,Yes,No,No,Yes,0,0
6495,9209-NWPGU,Male,42,No,No,44,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,65.4,4313.67,No,Yes,No,No,Yes,Yes,No,0,0
6496,9210-IAHGH,Female,57,No,No,7,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.75,614.25,No,No,No,No,Yes,Yes,Yes,1,3
6497,9214-EKVXR,Female,51,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,44.0,70.15,No,No,No,No,No,No,No,0,0
6498,9220-CXRSC,Female,56,Yes,Yes,69,Yes,Yes,No,Yes,Two Year,No,Credit Card,61.4,6755.68,Yes,Yes,No,No,Yes,No,No,0,0
6499,9220-ZNKJI,Female,67,Yes,No,55,Yes,Yes,No,Yes,Two Year,No,Credit Card,88.8,6631.85,No,No,No,Yes,Yes,Yes,No,0,0
6500,9221-OTIVJ,Female,80,No,No,14,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1950.84,Yes,No,Yes,Yes,No,Yes,Yes,1,2
6501,9223-UCPVT,Female,49,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,112.74,No,No,No,Yes,No,Yes,Yes,1,4
6502,9224-VTYID,Male,30,Yes,Yes,47,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.5,4870.13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6503,9225-BZLNZ,Male,64,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,7276.86,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
6504,9227-LUNBG,Female,39,No,No,1,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,24.6,No,No,No,No,No,No,No,1,4
6505,9227-UAQFT,Male,40,No,No,16,Yes,No,No,No,Two Year,No,Mailed Check,19.75,927.07,No,No,No,No,No,No,No,0,0
6506,9227-YBAXE,Female,23,Yes,Yes,65,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.5,5563.85,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0
6507,9229-RQABD,Male,45,No,No,18,Yes,No,No,No,One Year,No,Credit Card,23.75,657.96,Yes,No,No,No,No,No,No,0,0
6508,9231-ZJYAM,Female,65,No,No,4,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,440.52,No,No,No,No,No,Yes,No,1,5
6509,9233-PSYHO,Female,68,No,No,45,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4770.3,Yes,No,No,Yes,No,Yes,Yes,0,0
6510,9236-NDUCW,Female,34,No,No,21,No,Yes,No,Yes,Two Year,No,Credit Card,35.1,770.4,No,Yes,No,No,Yes,No,No,0,0
6511,9237-HQITU,Female,19,No,Yes,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,169.89,No,No,No,No,No,No,No,1,5
6512,9239-GZHZE,Female,25,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,9913.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6513,9239-ZBZZV,Female,23,No,No,6,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,47.95,305.1,No,No,No,Yes,No,Yes,Yes,1,1
6514,9242-TKFSV,Male,53,Yes,No,72,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,4754.3,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6515,9244-ZVAPM,Male,36,No,No,1,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,45.6,83.04,No,No,No,No,No,No,No,0,0
6516,9248-OJYKK,Male,74,No,No,1,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,76.45,90.29,Yes,No,No,No,No,No,No,1,1
6517,9249-FXSCK,Female,20,No,No,52,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,111.25,7667.06,Yes,Yes,Yes,No,Yes,Yes,Yes,1,1
6518,9250-WYPLL,Female,20,No,No,5,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.55,589.75,Yes,No,No,No,No,No,No,1,1
6519,9251-AWQGT,Female,19,Yes,Yes,48,Yes,No,No,No,Two Year,No,Credit Card,20.0,1404.86,No,No,No,No,No,No,No,0,0
6520,9251-WNSOD,Female,23,Yes,No,67,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,75.1,5380.02,Yes,Yes,Yes,Yes,No,No,Yes,0,0
6521,9253-QXKBE,Male,73,Yes,No,29,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,2834.9,Yes,No,No,No,No,Yes,Yes,1,1
6522,9253-VIFJQ,Male,50,Yes,No,65,Yes,Yes,No,Yes,One Year,No,Credit Card,67.05,6876.4,Yes,Yes,Yes,Yes,No,No,No,0,0
6523,9254-RBFON,Female,38,Yes,No,17,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,1796.75,No,No,No,Yes,Yes,Yes,Yes,1,1
6524,9256-JTBNZ,Female,40,No,No,11,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,20.3,784.42,No,No,No,No,No,No,No,0,0
6525,9257-AZMTZ,Female,22,Yes,Yes,52,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.1,1188.58,No,No,No,No,No,No,No,0,0
6526,9258-CNWAC,Female,23,Yes,Yes,71,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8473.52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6527,9259-PACGQ,Female,19,Yes,No,34,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,62.65,3679.78,Yes,Yes,Yes,No,Yes,No,No,1,1
6528,9261-WDCAF,Male,64,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,-5.0,289.69,No,No,No,No,No,No,Yes,0,0
6529,9269-CQOOL,Male,58,No,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,54.7,178.09,No,No,No,No,No,Yes,No,1,1
6530,9272-LSVYH,Male,23,No,No,10,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,70.15,778.4,No,No,No,No,No,No,No,0,0
6531,9274-CNFMO,Male,76,Yes,No,4,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,421.14,Yes,No,No,No,No,No,No,1,1
6532,9274-UARKJ,Female,60,No,No,15,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1286.45,No,No,Yes,No,No,Yes,No,0,0
6533,9277-JOOMO,Female,27,No,No,3,Yes,No,No,No,Month-to-Month,No,Credit Card,24.6,165.34,Yes,No,No,No,No,No,No,0,0
6534,9278-VZKCD,Female,67,Yes,No,52,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1,5861.67,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
6535,9279-CJEOJ,Female,77,No,No,21,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,2810.5,Yes,No,No,No,No,Yes,Yes,0,0
6536,9281-CEDRU,Female,23,Yes,No,68,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,64.1,4893.29,No,No,Yes,No,Yes,Yes,No,0,0
6537,9281-OFDMF,Male,76,No,No,39,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,4195.59,Yes,No,Yes,No,No,No,Yes,0,0
6538,9281-PKKZE,Female,47,Yes,No,46,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,No,No,No,No,No,Yes,Yes,0,0
6539,9282-IZGQK,Female,51,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,115.52,Yes,No,No,No,No,No,Yes,1,5
6540,9283-LZQOH,Male,36,Yes,No,13,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,74.4,934.71,Yes,No,No,No,No,No,No,1,1
6541,9286-BHDQG,Male,46,Yes,No,72,No,Yes,No,Yes,Two Year,No,Credit Card,45.25,3139.8,No,Yes,Yes,Yes,Yes,No,No,0,0
6542,9286-DOJGF,Female,66,Yes,No,38,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,3469.49,Yes,No,No,No,No,No,No,1,2
6543,9289-LBQVU,Male,24,Yes,No,64,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,6588.22,Yes,No,Yes,No,Yes,No,Yes,0,0
6544,9290-SHCMB,Female,74,No,No,13,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,1582.39,No,No,No,Yes,No,Yes,Yes,0,0
6545,9294-TDIPC,Male,59,No,Yes,5,Yes,No,No,No,Month-to-Month,No,Credit Card,-10.0,144.85,No,No,No,No,No,No,No,0,0
6546,9297-EONCV,Female,47,No,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.35,9880.32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6547,9297-FVVDH,Female,33,Yes,No,57,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.5,5418.25,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
6548,9298-WGMRW,Female,26,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,10063.79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
6549,9300-AGZNL,Male,76,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,115.85,Yes,No,No,No,No,Yes,Yes,1,2
6550,9300-RENDD,Male,56,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,83.08,No,No,No,No,No,Yes,No,1,3
6551,9305-CDSKC,Female,31,No,Yes,8,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,917.7,Yes,No,No,Yes,No,Yes,Yes,1,5
6552,9306-CPCBC,Female,44,No,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,316.92,Yes,No,No,No,No,No,No,1,1
6553,9308-ANMVE,Male,52,No,Yes,47,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,3840.8,No,Yes,Yes,No,No,No,No,0,0
6554,9309-BZGNT,Male,69,Yes,No,69,No,Yes,No,Yes,One Year,Yes,Credit Card,29.8,2134.3,No,No,No,Yes,No,No,No,0,0
